MESH2_ID,図名・漢字,図名・よみ,号数
533876.000,中津峡,なかつきょう,甲府1号-3
533877.000,三峰,みつみね,甲府1号-1
533970.000,秩父,ちちぶ,東京13号-3
533971.000,正丸峠,しょうまるとうげ,東京13号-1
533972.000,越生,おごせ,東京9号-3
533973.000,川越北部,かわごえほくぶ,東京9号-1
533974.000,上尾,あげお,東京5号-3
533975.000,岩槻,いわつき,東京5号-1
533976.000,野田市,のだし,東京1号-3
533977.000,守谷,もりや,東京1号-1
534070.000,藤代,ふじしろ,千葉13号-3
534071.000,牛久,うしく,千葉13号-1
534072.000,江戸崎,えどさき,千葉9号-3
534073.000,麻生,あそう,千葉9号-1
534074.000,潮来,いたこ,千葉5号-3
534075.000,常陸鹿島,ひたちかしま,千葉5号-1
534076.000,,,
533566.000,,,
533567.000,,,
533660.000,糠,ぬか,岐阜13号-4
533661.000,武生,たけふ,岐阜13号-2
533662.000,稲荷,いなり,岐阜9号-4
533663.000,宝慶寺,ほうきょうじ,岐阜9号-2
533664.000,中竜鉱山,なかたつこうざん,岐阜5号-4
533665.000,越前朝日,えちぜんあさひ,岐阜5号-2
533666.000,白鳥,しろとり,岐阜1号-4
533667.000,那留,なる,岐阜1号-2
533760.000,二間手,ふたまて,飯田13号-4
533761.000,萩原,はぎわら,飯田13号-2
533762.000,湯屋,ゆや,飯田9号-4
533763.000,御嶽山,おんたけさん,飯田9号-2
533764.000,御岳高原,おんたけこうげん,飯田5号-4
533765.000,木曽福島,きそふくしま,飯田5号-2
533766.000,宮ﾉ越,みやのこし,飯田1号-4
533767.000,伊那,いな,飯田1号-2
533860.000,高遠,たかとお,甲府13号-4
533861.000,信濃富士見,しなのふじみ,甲府13号-2
533862.000,小淵沢,こぶちざわ,甲府9号-4
533863.000,谷戸,やと,甲府9号-2
533864.000,瑞牆山,みずがきやま,甲府5号-4
533865.000,金峰山,きんぷさん,甲府5号-2
533866.000,雁坂峠,かりさかとうげ,甲府1号-4
533867.000,雲取山,くもとりやま,甲府1号-2
533960.000,武蔵日原,むさしにっぱら,東京13号-4
533961.000,原市場,はらいちば,東京13号-2
533962.000,飯能,はんのう,東京9号-4
533963.000,川越南部,かわごえなんぶ,東京9号-2
533964.000,与野,よの,東京5号-4
533965.000,浦和,うらわ,東京5号-2
533966.000,越谷,こしがや,東京1号-4
533967.000,流山,ながれやま,東京1号-2
534060.000,取手,とりで,千葉13号-4
534061.000,龍ヶ崎,りゅうがさき,千葉13号-2
534062.000,下総滑川,しもうさなめがわ,千葉9号-4
534063.000,佐原西部,さわらせいぶ,千葉9号-2
534064.000,佐原東部,さわらとうぶ,千葉5号-4
534065.000,神栖,かみす,千葉5号-2
534066.000,,,
533456.000,,,
533457.000,,,
533550.000,,,
533551.000,丹後中浜,たんごなかはま,宮津14号-1
533552.000,,,
533553.000,,,
533556.000,,,
533557.000,,,
533650.000,河野,こうの,岐阜14号-3
533651.000,今庄,いまじょう,岐阜14号-1
533652.000,宅良,たくら,岐阜10号-3
533653.000,冠山,かんむりやま,岐阜10号-1
533654.000,能郷白山,のうごうはくさん,岐阜6号-3
533655.000,平家岳,へいけがだけ,岐阜6号-1
533656.000,門原,かどはら,岐阜2号-3
533657.000,徳永,とくなが,岐阜2号-1
533750.000,郡上市島,ぐじょういちしま,飯田14号-3
533751.000,下呂,げろ,飯田14号-1
533752.000,宮地,みやじ,飯田10号-3
533753.000,滝越,たきごし,飯田10号-1
533754.000,王滝,おおたき,飯田6号-3
533755.000,上松,あげまつ,飯田6号-1
533756.000,木曽駒ヶ岳,きそこまがたけ,飯田2号-3
533757.000,伊那宮田,いなみやだ,飯田2号-1
533850.000,信濃溝口,しなのみぞぐち,甲府14号-3
533851.000,甲斐駒ヶ岳,かいこまがたけ,甲府14号-1
533852.000,長坂上条,ながさかかみじょう,甲府10号-3
533853.000,若神子,わかみこ,甲府10号-1
533854.000,茅ヶ岳,かやがだけ,甲府6号-3
533855.000,川浦,かわうら,甲府6号-1
533856.000,柳沢峠,やなぎさわとうげ,甲府2号-3
533857.000,丹波,たば,甲府2号-1
533950.000,奥多摩湖,おくたまこ,東京14号-3
533951.000,武蔵御岳,むさしみたけ,東京14号-1
533952.000,青梅,おうめ,東京10号-3
533953.000,所沢,ところざわ,東京10号-1
533954.000,志木,しき,東京6号-3
533955.000,赤羽,あかばね,東京6号-1
533956.000,草加,そうか,東京2号-3
533957.000,松戸,まつど,東京2号-1
534050.000,白井,しろい,千葉14号-3
534051.000,小林,こばやし,千葉14号-1
534052.000,成田,なりた,千葉10号-3
534053.000,新東京国際空港,しんとうきょうこくさいくう,千葉10号-1
534054.000,岩部,いわべ,千葉6号-3
534055.000,小南,こみなみ,千葉6号-1
534056.000,鹿島矢田部,かしまやたべ,千葉2号-3
534057.000,,,
533444.000,,,
533445.000,,,
533446.000,,,
533447.000,,,
533540.000,網野,あみの,宮津14号-4
533541.000,丹後平,たんごへい,宮津14号-2
533542.000,丹後平田,たんごひらた,宮津10号-4
533543.000,,,
533546.000,,,
533547.000,竹波,たけなみ,宮津2号-2
533640.000,杉津,すいづ,岐阜14号-4
533641.000,板取,いたどり,岐阜14号-2
533642.000,広野,ひろの,岐阜10号-4
533643.000,美濃徳山,みのとくやま,岐阜10号-2
533644.000,能郷,のうごう,岐阜6号-4
533645.000,下大須,しもおおす,岐阜6号-2
533646.000,上ヶ瀬,かみがせ,岐阜2号-4
533647.000,郡上八幡,ぐじょうはちまん,岐阜2号-2
533740.000,沢,さわ,飯田14号-4
533741.000,焼石,やけいし,飯田14号-2
533742.000,小和知,こわち,飯田10号-4
533743.000,加子母,かしも,飯田10号-2
533744.000,奥三界岳,おくさんがいだけ,飯田6号-4
533745.000,木曽須原,きそすはら,飯田6号-2
533746.000,空木岳,うつぎだけ,飯田2号-4
533747.000,赤穂,あかほ,飯田2号-2
533840.000,市野瀬,いちのせ,甲府14号-4
533841.000,仙丈ヶ岳,せんじょうがたけ,甲府14号-2
533842.000,鳳凰山,ほうおうざん,甲府10号-4
533843.000,韮崎,にらさき,甲府10号-2
533844.000,甲府北部,こうふほくぶ,甲府6号-4
533845.000,塩山,えんざん,甲府6号-2
533846.000,大菩薩峠,だいぼさつとうげ,甲府2号-4
533847.000,七保,ななほ,甲府2号-2
533940.000,猪丸,いまる,東京14号-4
533941.000,五日市,いつかいち,東京14号-2
533942.000,拝島,はいじま,東京10号-4
533943.000,立川,たちかわ,東京10号-2
533944.000,吉祥寺,きちじょうじ,東京6号-4
533945.000,東京西部,とうきょうせいぶ,東京6号-2
533946.000,東京首部,とうきょうしゅぶ,東京2号-4
533947.000,船橋,ふなばし,東京2号-2
534040.000,習志野,ならしの,千葉14号-4
534041.000,佐倉,さくら,千葉14号-2
534042.000,酒々井,しすい,千葉10号-4
534043.000,多古,たこ,千葉10号-2
534044.000,八日市場,ようかいちば,千葉6号-4
534045.000,旭,あさひ,千葉6号-2
534046.000,銚子,ちょうし,千葉2号-4
534047.000,,,
533236.000,,,
533237.000,,,
533330.000,瀬崎,せざき,松江15号-3
533331.000,,,
533332.000,,,
533333.000,,,
533334.000,,,
533335.000,,,
533336.000,,,
533337.000,,,
533430.000,,,
533431.000,,,
533432.000,田後,たじり,鳥取11号-3
533433.000,浜坂,はまさか,鳥取11号-1
533434.000,余部,あまるべ,鳥取7号-3
533435.000,香住,かすみ,鳥取7号-1
533436.000,城崎,きのさき,鳥取3号-3
533437.000,久美浜,くみはま,鳥取3号-1
533530.000,峰山,みねやま,宮津15号-3
533531.000,日置,ひおき,宮津15号-1
533532.000,,,
533533.000,成生岬,なりゅうざき,宮津11号-1
533534.000,,,
533535.000,,,
533536.000,常神,つねかみ,宮津3号-3
533537.000,早瀬,はやせ,宮津3号-1
533630.000,敦賀,つるが,岐阜15号-3
533631.000,中河内,なかのかわち,岐阜15号-1
533632.000,美濃川上,みのかわかみ,岐阜11号-3
533633.000,美濃広瀬,みのひろせ,岐阜11号-1
533634.000,樽見,たるみ,岐阜7号-3
533635.000,谷合,たにあい,岐阜7号-1
533636.000,下洞戸,しもほらど,岐阜3号-3
533637.000,苅安,かりやす,岐阜3号-1
533730.000,美濃川合,みのかわい,飯田15号-3
533731.000,金山,かなやま,飯田15号-1
533732.000,神土,かんど,飯田11号-3
533733.000,付知,つけち,飯田11号-1
533734.000,三留野,みどの,飯田7号-3
533735.000,南木曽岳,なぎそだけ,飯田7号-1
533736.000,安平路山,あんぺいじやま,飯田3号-3
533737.000,伊那大島,いなおおじま,飯田3号-1
533830.000,鹿塩,かしお,甲府15号-3
533831.000,間ﾉ岳,あいのだけ,甲府15号-1
533832.000,夜叉神峠,やしゃじんとうげ,甲府11号-3
533833.000,小笠原,おがさわら,甲府11号-1
533834.000,甲府,こうふ,甲府7号-3
533835.000,石和,いさわ,甲府7号-1
533836.000,笹子,ささご,甲府3号-3
533837.000,大月,おおつき,甲府3号-1
533930.000,上野原,うえのはら,東京15号-3
533931.000,与瀬,よせ,東京15号-1
533932.000,八王子,はちおうじ,東京11号-3
533933.000,武蔵府中,むさしふちゅう,東京11号-1
533934.000,溝口,みぞのくち,東京7号-3
533935.000,東京西南部,とうきょうせいなんぶ,東京7号-1
533936.000,東京南部,とうきょうなんぶ,東京3号-3
533937.000,浦安,うらやす,東京3号-1
534030.000,千葉西部,ちばせいぶ,千葉15号-3
534031.000,千葉東部,ちばとうぶ,千葉15号-1
534032.000,八街,やちまた,千葉11号-3
534033.000,成東,なるとう,千葉11号-1
534034.000,木戸,きど,千葉7号-3
534035.000,,,
533226.000,,,
533227.000,恵曇,えとも,大社3号-2
533320.000,加賀,かか,松江15号-4
533321.000,境港,さかいみなと,松江15号-2
533322.000,美保関,みほのせき,松江11号-4
533323.000,,,
533324.000,御来屋,みくりや,松江7号-4
533325.000,赤碕,あかさき,松江7号-2
533326.000,,,
533327.000,青谷,あおや,松江3号-2
533420.000,浜村,はまむら,鳥取15号-4
533421.000,鳥取北部,とっとりほくぶ,鳥取15号-2
533422.000,浦富,うらどめ,鳥取11号-4
533423.000,湯,ゆ,鳥取11号-2
533424.000,味取,みどり,鳥取7号-4
533425.000,神鍋山,かんなべやま,鳥取7号-2
533426.000,豊岡,とよおか,鳥取3号-4
533427.000,須田,すだ,鳥取3号-2
533520.000,四辻,よつつじ,宮津15号-4
533521.000,宮津,みやづ,宮津15号-2
533522.000,丹後由良,たんごゆら,宮津11号-4
533523.000,青葉山,あおばやま,宮津11号-2
533524.000,,,
533525.000,鋸崎,のこぎりざき,宮津7号-2
533526.000,西津,にしづ,宮津3号-4
533527.000,三方,みかた,宮津3号-2
533620.000,駄口,だぐち,岐阜15号-4
533621.000,木之本,きのもと,岐阜15号-2
533622.000,近江川合,おうみかわい,岐阜11号-4
533623.000,横山,よこやま,岐阜11号-2
533624.000,谷汲,たにぐみ,岐阜7号-4
533625.000,美濃神海,みのこうみ,岐阜7号-2
533626.000,岩佐,いわさ,岐阜3号-4
533627.000,美濃,みの,岐阜3号-2
533720.000,上麻生,かみあそう,飯田15号-4
533721.000,河岐,かわまた,飯田15号-2
533722.000,切井,きりい,飯田11号-4
533723.000,美濃福岡,みのふくおか,飯田11号-2
533724.000,妻籠,つまご,飯田7号-4
533725.000,兀岳,はげたけ,飯田7号-2
533726.000,飯田,いいだ,飯田3号-4
533727.000,下市田,しもいちだ,飯田3号-2
533820.000,信濃大河原,しなのおおかわら,甲府15号-4
533821.000,塩見岳,しおみだけ,甲府15号-2
533822.000,奈良田,ならだ,甲府11号-4
533823.000,鰍沢,かじかざわ,甲府11号-2
533824.000,市川大門,いちかわだいもん,甲府7号-4
533825.000,河口湖西部,かわぐちこせいぶ,甲府7号-2
533826.000,河口湖東部,かわぐちことうぶ,甲府3号-4
533827.000,都留,つる,甲府3号-2
533920.000,大室山,おおむろざん,東京15号-4
533921.000,青野原,あおのはら,東京15号-2
533922.000,上溝,かみみぞ,東京11号-4
533923.000,原町田,はらまちだ,東京11号-2
533924.000,荏田,えだ,東京7号-4
533925.000,川崎,かわさき,東京7号-2
533926.000,東京国際空港,とうきょうこくさいくうこう,東京3号-4
533927.000,,,
534020.000,五井,ごい,千葉15号-4
534021.000,蘇我,そが,千葉15号-2
534022.000,東金,とうがね,千葉11号-4
534023.000,上総片貝,かずさかたかい,千葉11号-2
534024.000,,,
534025.000,,,
533214.000,,,
533215.000,日御碕,ひのみさき,大社8号-1
533216.000,平田,ひらた,大社4号-3
533217.000,秋鹿,あいか,大社4号-1
533310.000,松江,まつえ,松江16号-3
533311.000,揖屋,いや,松江16号-1
533312.000,米子,よなご,松江12号-3
533313.000,淀江,よどえ,松江12号-1
533314.000,船上山,せんじょうさん,松江8号-3
533315.000,伯耆浦安,ほうきうらやす,松江8号-1
533316.000,倉吉,くらよし,松江4号-3
533317.000,松崎,まつざき,松江4号-1
533410.000,鹿野,しかの,鳥取16号-3
533411.000,鳥取南部,とっとりなんぶ,鳥取16号-1
533412.000,稲葉山,いなばやま,鳥取12号-3
533413.000,扇ﾉ山,おうぎのせん,鳥取12号-1
533414.000,村岡,むらおか,鳥取8号-3
533415.000,栃本,とちもと,鳥取8号-1
533416.000,江原,えばら,鳥取4号-3
533417.000,出石,いずし,鳥取4号-1
533510.000,大江山,おおえやま,宮津16号-3
533511.000,内宮,ないく,宮津16号-1
533512.000,西舞鶴,にしまいづる,宮津12号-3
533513.000,東舞鶴,ひがしまいづる,宮津12号-1
533514.000,高浜,たかはま,宮津8号-3
533515.000,小浜,おばま,宮津8号-1
533516.000,遠敷,おにゅう,宮津4号-3
533517.000,熊川,くまがわ,宮津4号-1
533610.000,海津,かいづ,岐阜16号-3
533611.000,竹生島,ちくぶしま,岐阜16号-1
533612.000,虎御前山,とらごぜんやま,岐阜12号-3
533613.000,美束,みつか,岐阜12号-1
533614.000,池野,いけの,岐阜8号-3
533615.000,北方,きたがた,岐阜8号-1
533616.000,岐阜北部,ぎふほくぶ,岐阜4号-3
533617.000,美濃関,みのせき,岐阜4号-1
533710.000,美濃加茂,みのかも,飯田16号-3
533711.000,御嵩,みたけ,飯田16号-1
533712.000,武並,たけなみ,飯田12号-3
533713.000,恵那,えな,飯田12号-1
533714.000,中津川,なかつがわ,飯田8号-3
533715.000,伊那駒場,いなこまば,飯田8号-1
533716.000,時又,ときまた,飯田4号-3
533717.000,上久堅,かみひさかた,飯田4号-1
533810.000,大沢岳,おおさわだけ,甲府16号-3
533811.000,赤石岳,あかいしだけ,甲府16号-1
533812.000,新倉,あらくら,甲府12号-3
533813.000,切石,きりいし,甲府12号-1
533814.000,精進,しょうじ,甲府8号-3
533815.000,鳴沢,なるさわ,甲府8号-1
533816.000,富士吉田,ふじよしだ,甲府4号-3
533817.000,御正体山,みしょうたいやま,甲府4号-1
533910.000,中川,なかがわ,東京16号-3
533911.000,大山,おおやま,東京16号-1
533912.000,厚木,あつぎ,東京12号-3
533913.000,座間,ざま,東京12号-1
533914.000,横浜西部,よこはませいぶ,東京8号-3
533915.000,横浜東部,よこはまとうぶ,東京8号-1
533916.000,東扇島,ひがしおおぎしま,東京4号-3
533917.000,奈良輪,ならわ,東京4号-1
534010.000,姉崎,あねさき,千葉16号-3
534011.000,海士有木,あまありき,千葉16号-1
534012.000,茂原,もばら,千葉12号-3
534013.000,四天木,してんぎ,千葉12号-1
533204.000,,,
533205.000,大社,たいしゃ,大社8号-2
533206.000,出雲今市,いずもいまいち,大社4号-4
533207.000,宍道,しんじ,大社4号-2
533300.000,玉造,たまつくり,松江16号-4
533301.000,広瀬,ひろせ,松江16号-2
533302.000,母里,もり,松江12号-4
533303.000,伯耆溝口,ほうきみぞくち,松江12号-2
533304.000,伯耆大山,ほうきだいせん,松江8号-4
533305.000,泰久寺,たいきゅうじ,松江8号-2
533306.000,関金宿,せきがねじゅく,松江4号-4
533307.000,三朝,みささ,松江4号-2
533400.000,岩坪,いわつぼ,鳥取16号-4
533401.000,用瀬,もちがせ,鳥取16号-2
533402.000,因幡郡家,いなばこおげ,鳥取12号-4
533403.000,若桜,わかさ,鳥取12号-2
533404.000,氷ﾉ山,ひょうのせん,鳥取8号-4
533405.000,関宮,せきのみや,鳥取8号-2
533406.000,八鹿,ようか,鳥取4号-4
533407.000,直見,なおみ,鳥取4号-2
533500.000,三岳山,みたけやま,宮津16号-4
533501.000,河守,こうもり,宮津16号-2
533502.000,梅迫,うめざこ,宮津12号-4
533503.000,丹波大町,たんばおおまち,宮津12号-2
533504.000,口坂本,くちさかもと,宮津8号-4
533505.000,久坂,ひささか,宮津8号-2
533506.000,古屋,ふるや,宮津4号-4
533507.000,饗庭野,あいばの,宮津4号-2
533600.000,今津,いまづ,岐阜16号-4
533601.000,南浜,みなみはま,岐阜16号-2
533602.000,長浜,ながはま,岐阜12号-4
533603.000,関ヶ原,せきがはら,岐阜12号-2
533604.000,大垣,おおがき,岐阜8号-4
533605.000,岐阜西部,ぎふせいぶ,岐阜8号-2
533606.000,岐阜,ぎふ,岐阜4号-4
533607.000,犬山,いぬやま,岐阜4号-2
533700.000,小泉,こいずみ,飯田16号-4
533701.000,土岐,とき,飯田16号-2
533702.000,瑞浪,みずなみ,飯田12号-4
533703.000,岩村,いわむら,飯田12号-2
533704.000,美濃焼山,みのやけやま,飯田8号-4
533705.000,浪合,なみあい,飯田8号-2
533706.000,山田河内,やまだごうち,飯田4号-4
533707.000,上町,かみまち,飯田4号-2
533800.000,光岳,てかりだけ,甲府16号-4
533801.000,上河内岳,かみごうちだけ,甲府16号-2
533802.000,七面山,しちめんざん,甲府12号-4
533803.000,身延,みのぶ,甲府12号-2
533804.000,人穴,ひとあな,甲府8号-4
533805.000,富士山,ふじさん,甲府8号-2
533806.000,須走,すばしり,甲府4号-4
533807.000,駿河小山,するがおやま,甲府4号-2
533900.000,山北,やまきた,東京16号-4
533901.000,秦野,はだの,東京16号-2
533902.000,伊勢原,いせはら,東京12号-4
533903.000,藤沢,ふじさわ,東京12号-2
533904.000,戸塚,とつか,東京8号-4
533905.000,本牧,ほんもく,東京8号-2
533906.000,大堀,おおほり,東京4号-4
533907.000,木更津,きさらづ,東京4号-2
534000.000,上総横田,かずさよこた,千葉16号-4
534001.000,鶴舞,つるまい,千葉16号-2
534002.000,上総一宮,かずさいちのみや,千葉12号-4
534003.000,,,
523272.000,,,
523273.000,,,
523274.000,田儀,たぎ,浜田5号-3
523275.000,神西湖,じんざいこ,浜田5号-1
523276.000,稗原,ひえばら,浜田1号-3
523277.000,木次,きすき,浜田1号-1
523370.000,上山佐,かみやまさ,高梁13号-3
523371.000,布部,ふべ,高梁13号-1
523372.000,井尻,いじり,高梁9号-3
523373.000,江尾,えび,高梁9号-1
523374.000,延助,のぶすけ,高梁5号-3
523375.000,蒜山,ひるぜん,高梁5号-1
523376.000,下鍛冶屋,しもかじや,高梁1号-3
523377.000,上斎原,かみさいばら,高梁1号-1
523470.000,加瀬木,かせぎ,姫路13号-3
523471.000,智頭,ちず,姫路13号-1
523472.000,郷原,ごうばら,姫路9号-3
523473.000,岩屋堂,いわやどう,姫路9号-1
523474.000,戸倉峠,とくらとうげ,姫路5号-3
523475.000,大屋市場,おおやいちば,姫路5号-1
523476.000,但馬竹田,たじまたけだ,姫路1号-3
523477.000,矢名瀬,やなせ,姫路1号-1
523570.000,福知山西部,ふくちやませいぶ,京都及大阪13号-3
523571.000,福知山東部,ふくちやまとうぶ,京都及大阪13号-1
523572.000,綾部,あやべ,京都及大阪9号-3
523573.000,和知,わち,京都及大阪9号-1
523574.000,島,しま,京都及大阪5号-3
523575.000,中,なか,京都及大阪5号-1
523576.000,久多,くた,京都及大阪1号-3
523577.000,北小松,きたこまつ,京都及大阪1号-1
523670.000,勝野,かつの,名古屋13号-3
523671.000,彦根西部,ひこねせいぶ,名古屋13号-1
523672.000,彦根東部,ひこねとうぶ,名古屋9号-3
523673.000,霊仙山,りょうぜんざん,名古屋9号-1
523674.000,養老,ようろう,名古屋5号-3
523675.000,竹鼻,たけはな,名古屋5号-1
523676.000,一宮,いちのみや,名古屋1号-3
523677.000,小牧,こまき,名古屋1号-1
523770.000,高蔵寺,こうぞうじ,豊橋13号-3
523771.000,多治見,たじみ,豊橋13号-1
523772.000,猿爪,ましづめ,豊橋9号-3
523773.000,明智,あけち,豊橋9号-1
523774.000,横道,よこみち,豊橋5号-3
523775.000,平谷,ひらや,豊橋5号-1
523776.000,満島,みつしま,豊橋1号-3
523777.000,伊那和田,いなわだ,豊橋1号-1
523870.000,池口岳,いけくちだけ,静岡13号-3
523871.000,畑薙湖,はたなぎこ,静岡13号-1
523872.000,梅ヶ島,うめがしま,静岡9号-3
523873.000,南部,なんぶ,静岡9号-1
523874.000,上井出,かみいで,静岡5号-3
523875.000,天母山,あんもやま,静岡5号-1
523876.000,印野,いんの,静岡1号-3
523877.000,御殿場,ごてんば,静岡1号-1
523970.000,関本,せきもと,横須賀13号-3
523971.000,小田原北部,おだわらほくぶ,横須賀13号-1
523972.000,平塚,ひらつか,横須賀9号-3
523973.000,江の島,えのしま,横須賀9号-1
523974.000,鎌倉,かまくら,横須賀5号-3
523975.000,横須賀,よこすか,横須賀5号-1
523976.000,富津,ふっつ,横須賀1号-3
523977.000,鹿野山,かのうざん,横須賀1号-1
524070.000,久留里,くるり,大多喜13号-3
524071.000,大多喜,おおたき,大多喜13号-1
524072.000,国吉,くによし,大多喜9号-3
524073.000,上総長者,かずさちょうじゃ,大多喜9号-1
523262.000,,,
523263.000,大浦,おおうら,浜田9号-2
523264.000,石見大田,いわみおおだ,浜田5号-4
523265.000,反辺,たんべ,浜田5号-2
523266.000,掛合,かけや,浜田1号-4
523267.000,湯村,ゆむら,浜田1号-2
523360.000,横田,よこた,高梁13号-4
523361.000,阿毘縁,あびれ,高梁13号-2
523362.000,印賀,いんが,高梁9号-4
523363.000,根雨,ねう,高梁9号-2
523364.000,美作新庄,みまさかしんじょう,高梁5号-4
523365.000,湯原湖,ゆばらこ,高梁5号-2
523366.000,富西谷,とみにしだに,高梁1号-4
523367.000,奥津,おくつ,高梁1号-2
523460.000,美作加茂,みまさかかも,姫路13号-4
523461.000,大背,おおせ,姫路13号-2
523462.000,坂根,さかね,姫路9号-4
523463.000,西河内,にしごうち,姫路9号-2
523464.000,音水湖,おんずいこ,姫路5号-4
523465.000,神子畑,みこばた,姫路5号-2
523466.000,但馬新井,たじまにい,姫路1号-4
523467.000,大名草,おなざ,姫路1号-2
523560.000,黒井,くろい,京都及大阪13号-4
523561.000,市島,いちじま,京都及大阪13号-2
523562.000,菟原,うばら,京都及大阪9号-4
523563.000,胡麻,ごま,京都及大阪9号-2
523564.000,四ッ谷,よつや,京都及大阪5号-4
523565.000,上弓削,かみゆげ,京都及大阪5号-2
523566.000,花脊,はなせ,京都及大阪1号-4
523567.000,比良山,ひらさん,京都及大阪1号-2
523660.000,沖島,おきのしま,名古屋13号-4
523661.000,能登川,のとがわ,名古屋13号-2
523662.000,高宮,たかみや,名古屋9号-4
523663.000,篠立,しのだち,名古屋9号-2
523664.000,駒野,こまの,名古屋5号-4
523665.000,津島,つしま,名古屋5号-2
523666.000,清洲,きよす,名古屋1号-4
523667.000,名古屋北部,なごやほくぶ,名古屋1号-2
523760.000,瀬戸,せと,豊橋13号-4
523761.000,猿投山,さなげやま,豊橋13号-2
523762.000,小渡,おど,豊橋9号-4
523763.000,川ヶ渡,かわかど,豊橋9号-2
523764.000,根羽,ねば,豊橋5号-4
523765.000,茶臼山,ちゃうすやま,豊橋5号-2
523766.000,三河大谷,みかわおおたに,豊橋1号-4
523767.000,水窪湖,みさくぼこ,豊橋1号-2
523860.000,寸又峡温泉,すまたきょうおんせん,静岡13号-4
523861.000,井川,いかわ,静岡13号-2
523862.000,湯の森,ゆのもり,静岡9号-4
523863.000,篠井山,しのいさん,静岡9号-2
523864.000,富士宮,ふじのみや,静岡5号-4
523865.000,入山瀬,いりやませ,静岡5号-2
523866.000,愛鷹山,あしたかやま,静岡1号-4
523867.000,裾野,すその,静岡1号-2
523960.000,箱根,はこね,横須賀13号-4
523961.000,小田原南部,おだわらなんぶ,横須賀13号-2
523962.000,,,
523963.000,,,
523964.000,秋谷,あきや,横須賀5号-4
523965.000,浦賀,うらが,横須賀5号-2
523966.000,上総湊,かずさみなと,横須賀1号-4
523967.000,鬼泪山,きなだやま,横須賀1号-2
524060.000,坂畑,さかはた,大多喜13号-4
524061.000,上総中野,かずさなかの,大多喜13号-2
524062.000,御宿,おんじゅく,大多喜9号-4
524063.000,上総大原,かずさおおはら,大多喜9号-2
523250.000,,,
523251.000,,,
523252.000,温泉津,ゆのつ,浜田10号-3
523253.000,仁万,にま,浜田10号-1
523254.000,三瓶山西部,さんべさんせいぶ,浜田6号-3
523255.000,三瓶山東部,さんべさんとうぶ,浜田6号-1
523256.000,出雲吉田,いずもよしだ,浜田2号-3
523257.000,阿井町,あいまち,浜田2号-1
523350.000,下横田,しもよこた,高梁14号-3
523351.000,多里,たり,高梁14号-1
523352.000,上石見,かみいわみ,高梁10号-3
523353.000,千屋実,ちやざね,高梁10号-1
523354.000,上刑部,かみおさかべ,高梁6号-3
523355.000,横部,よこべ,高梁6号-1
523356.000,美作宮原,みまさかみやばら,高梁2号-3
523357.000,香々美,かがみ,高梁2号-1
523450.000,楢,なら,姫路14号-3
523451.000,日本原,にほんばら,姫路14号-1
523452.000,古町,ふるまち,姫路10号-3
523453.000,千草,ちくさ,姫路10号-1
523454.000,安積,あづみ,姫路6号-3
523455.000,長谷,はせ,姫路6号-1
523456.000,生野,いくの,姫路2号-3
523457.000,丹波和田,たんばわだ,姫路2号-1
523550.000,柏原,かいばら,京都及大阪14号-3
523551.000,宮田,みやた,京都及大阪14号-1
523552.000,村雲,むらくも,京都及大阪10号-3
523553.000,園部,そのべ,京都及大阪10号-1
523554.000,殿田,とのだ,京都及大阪6号-3
523555.000,周山,しゅうざん,京都及大阪6号-1
523556.000,大原,おおはら,京都及大阪2号-3
523557.000,堅田,かたた,京都及大阪2号-1
523650.000,近江八幡,おうみはちまん,名古屋14号-3
523651.000,八日市,ようかいち,名古屋14号-1
523652.000,百済寺,ひゃくさいじ,名古屋10号-3
523653.000,竜ヶ岳,りゅうがだけ,名古屋10号-1
523654.000,阿下喜,あげき,名古屋6号-3
523655.000,弥富,やとみ,名古屋6号-1
523656.000,蟹江,かにえ,名古屋2号-3
523657.000,名古屋南部,なごやなんぶ,名古屋2号-1
523750.000,平針,ひらばり,豊橋14号-3
523751.000,豊田北部,とよたほくぶ,豊橋14号-1
523752.000,足助,あすけ,豊橋10号-3
523753.000,寧比曽岳,ねびそだけ,豊橋10号-1
523754.000,田口,たぐち,豊橋6号-3
523755.000,見出,みだし,豊橋6号-1
523756.000,佐久間,さくま,豊橋2号-3
523757.000,門桁,かどけた,豊橋2号-1
523850.000,蕎麦粒山,そばつぶやま,静岡14号-3
523851.000,千頭,せんず,静岡14号-1
523852.000,駿河落合,するがおちあい,静岡10号-3
523853.000,和田島,わだしま,静岡10号-1
523854.000,蒲原,かんばら,静岡6号-3
523855.000,吉原,よしわら,静岡6号-1
523856.000,沼津,ぬまづ,静岡2号-3
523857.000,三島,みしま,静岡2号-1
523950.000,熱海,あたみ,横須賀14号-3
523951.000,真鶴岬,まなづるみさき,横須賀14号-1
523954.000,,,
523955.000,三浦三崎,みうらみさき,横須賀6号-1
523956.000,保田,ほた,横須賀2号-3
523957.000,金束,こづか,横須賀2号-1
524050.000,鴨川,かもがわ,大多喜14号-3
524051.000,安房小湊,あわこみなと,大多喜14号-1
524052.000,勝浦,かつうら,大多喜10号-3
524053.000,,,
523240.000,,,
523241.000,江津,ごうつ,浜田14号-2
523242.000,浅利,あさり,浜田10号-4
523243.000,大家,おおえ,浜田10号-2
523244.000,石見小原,いわみおばら,浜田6号-4
